job_title,company_name,job_location,job_description,salary_low,salary_high,source,application_url,job_category,job_category_code,timestamp
Public Notice for Direct Hire (Data Modernization) - IT Specialist (Operating Systems),Centers for Disease Control and Prevention,Anywhere in the U.S. (remote job),"Basic Qualifications: For all positions individuals must have IT-related experience demonstrating each of the four competencies listed below. Attention to Detail - Is thorough when performing work and conscientious about attending to detail. Customer Service - Works with clients and customers (that is, any individuals who use or receive the services or products that your work unit produces, including the general public, individuals who work in the agency, other agencies, or organizations outside the Government) to assess their needs, provide information or assistance, resolve their problems, or satisfy their expectations; knows about available products and services; is committed to providing quality products and services. Oral Communication - Expresses information (for example, ideas or facts) to individuals or groups effectively, taking into account the audience and nature of the information (for example, technical, sensitive, controversial); makes clear and convincing oral presentations; listens to others, attends to nonverbal cues, and responds appropriately. Problem Solving - Identifies problems; determines accuracy and relevance of information; uses sound judgment to generate and evaluate alternatives, and to make recommendations. In addition to Basic Qualifications above, Minimum Qualifications must be met: GS-7: At least 1 year of graduate-level education OR Superior academic achievement (See Education section) OR At least 1 year of specialized experience, equivalent to the GS-05 grade level in the Federal service, to include experience assisting with researching, designing, testing, and implementing technological advances to support computing and communications environment of an organization OR A combination of education & experience GS-9: At least 2 years of progressively higher-level graduate education leading to a master's degree or master's or equivalent graduate degree OR At least 1 year of specialized experience, equivalent to the GS-07 grade level in the Federal service, to include experience researching, designing, testing, and implementing technological advances to support computing and communications environment of an organization OR A combination of education & experience GS-11: At least 3 years of progressively higher-level graduate education leading to a Ph.D. degree or Ph.D. or equivalent doctoral degree OR At least 1 year of specialized experience, equivalent to the GS-09 grade level in the Federal service, to include experience providing ongoing configuration planning, monitoring, performance management, tuning, design re-engineering, and similar technology management responsibilities for agency-wide, or equivalent, networking, and administrative business process application development services OR A combination of education & experience GS-12: At least 1 year of specialized experience, equivalent to the GS-11 grade level in the Federal service, to include experience using advanced problem diagnostic techniques, investigation, research, and experimentation to resolve networking and administrative application support service problems of agency-wide, or equivalent, systems. GS-13: At least 1 year of specialized experience, equivalent to the GS-12 grade level in the Federal service, to include experience planning and coordinating the installation, configuration, and implementation of major hardware or software upgrades to operating systems; overseeing testing and migration to the production environment; and providing post-implementation support to end-users. GS-14: At least 1 year of specialized experience, equivalent to the GS-13 grade level in the Federal service, to include experience planning, designing, installing, supporting, troubleshooting, and coordinating the network resident infrastructure for administrative business processing systems. GS-15: At least 1 year of specialized experience, equivalent to the GS-14 grade level in the Federal service, to include experience providing oversight of the planning, design, installation, support, troubleshooting, and coordination of network resident infrastructure for administrative business processing systems. Experience refers to paid and unpaid experience, including volunteer work done through National Service programs (e.g., Peace Corps, AmeriCorps) and other organizations (e.g., professional; philanthropic; religious; spiritual; community, student, social). Volunteer work helps build critical competencies, knowledge, and skills and can provide valuable training and experience that translates directly to paid employment. You will receive credit for all qualifying experience, including volunteer experience. Promotion potential: Promotion to the next grade level is at management's discretion and is based on your meeting qualifications and time-in-grade requirements, demonstrated ability to perform the higher-level duties, the continuing need for the higher-level duties, and administrative approval. Promotion to the next grade level is not guaranteed and no promise of promotion is implied.",49025.0,186854.0,USA Jobs,https://www.usajobs.gov:443/GetJob/ViewDetails/795330200,Information Technology Management,2210,2024-06-27 18:28:22.521402
Public Notice for Direct Hire (DMI) - IT Specialist (Data Management/Applications Software),Centers for Disease Control and Prevention,Anywhere in the U.S. (remote job),"Basic Qualifications: For all positions individuals must have IT-related experience demonstrating each of the four competencies listed below. Attention to Detail - Is thorough when performing work and conscientious about attending to detail. Customer Service - Works with clients and customers (that is, any individuals who use or receive the services or products that your work unit produces, including the general public, individuals who work in the agency, other agencies, or organizations outside the Government) to assess their needs, provide information or assistance, resolve their problems, or satisfy their expectations; knows about available products and services; is committed to providing quality products and services. Oral Communication - Expresses information (for example, ideas or facts) to individuals or groups effectively, taking into account the audience and nature of the information (for example, technical, sensitive, controversial); makes clear and convincing oral presentations; listens to others, attends to nonverbal cues, and responds appropriately. Problem Solving - Identifies problems; determines accuracy and relevance of information; uses sound judgment to generate and evaluate alternatives, and to make recommendations. In addition to Basic Qualifications above, Minimum Qualifications must be met: GS-7: At least 1 year of graduate-level education OR Superior academic achievement (See Education section) OR At least 1 year of specialized experience, equivalent to the GS-05 grade level in the Federal service, to include experience synthesizing data into charts showing information flow; operating computer consoles where this involved choosing from among various procedures in responding to machine commands or unscheduled halts; and scheduling the sequence of programs to be processed by computers where alternatives had to be weighed with a view to production efficiency OR A combination of education & experience GS-9: At least 2 years of progressively higher-level graduate education leading to a master's degree or master's or equivalent graduate degree OR At least 1 year of specialized experience, equivalent to the GS-07 grade level in the Federal service, to include experience analyzing the interrelationships of pertinent components of the system; planning the sequence of actions necessary to accomplish the assignment; and having personal responsibility for a least a segment of the overall project OR A combination of education & experience GS-11: At least 3 years of progressively higher-level graduate education leading to a Ph.D. degree or Ph.D. or equivalent doctoral degree OR At least 1 year of specialized experience, equivalent to the GS-09 grade level in the Federal service, to include experience designing, documenting, developing, modifying, testing, implementing, and supporting new or existing application software; and testing, monitoring, and evaluating information technology technologies during design, development, procurement and/or implementation to ensure requirements are met OR A combination of education & experience GS-12: At least 1 year of specialized experience, equivalent to the GS-11 grade level in the Federal service, to include experience utilizing scientific, mathematical, and statistical principles and theories to integrate, transform, and analyze data from a myriad of disparate systems -- OR -- monitoring and maintaining the integrity and accuracy of information and data in applications; analyzing current and projected needs for enhancing reports generated; and developing applications programs for a variety of software applications. GS-13: At least 1 year of specialized experience, equivalent to the GS-12 grade level in the Federal service, to include experience managing, administering, and ensuring the security, maintenance, and operations of database systems; developing applications programs for a variety of software applications in support of the work of an organization; providing technical assistance to data systems, data management, computer programming, quality assurance and analysis; and accessing and summarizing a range of interrelated data sets. GS-14: At least 1 year of specialized experience, equivalent to the GS-13 grade level in the Federal service, to include experience developing modern web applications, backend services, or cloud infrastructure using approaches that may include test-driven development, continuous integration and deployment, or distributed version control such as github. GS-15: At least 1 year of specialized experience, equivalent to the GS-14 grade level in the Federal service, to include experience performing application architecture related activities in an open-source model leveraging cloud services; and defining and enforcing pre-defined architecture for large scale systems. Experience refers to paid and unpaid experience, including volunteer work done through National Service programs (e.g., Peace Corps, AmeriCorps) and other organizations (e.g., professional; philanthropic; religious; spiritual; community, student, social). Volunteer work helps build critical competencies, knowledge, and skills and can provide valuable training and experience that translates directly to paid employment. You will receive credit for all qualifying experience, including volunteer experience. Promotion potential: Promotion to the next grade level is at management's discretion and is based on your meeting qualifications and time-in-grade requirements, demonstrated ability to perform the higher-level duties, the continuing need for the higher-level duties, and administrative approval. Promotion to the next grade level is not guaranteed and no promise of promotion is implied.",49025.0,186854.0,USA Jobs,https://www.usajobs.gov:443/GetJob/ViewDetails/795380300,Information Technology Management,2210,2024-06-27 18:28:22.521402
Public Notice for Direct Hire (DMI) - IT Specialist (Data Management/Data Scientist),Centers for Disease Control and Prevention,Multiple Locations,"Basic Qualifications: For all positions individuals must have IT-related experience demonstrating each of the four competencies listed below. Attention to Detail - Is thorough when performing work and conscientious about attending to detail. Customer Service - Works with clients and customers (that is, any individuals who use or receive the services or products that your work unit produces, including the general public, individuals who work in the agency, other agencies, or organizations outside the Government) to assess their needs, provide information or assistance, resolve their problems, or satisfy their expectations; knows about available products and services; is committed to providing quality products and services. Oral Communication - Expresses information (for example, ideas or facts) to individuals or groups effectively, taking into account the audience and nature of the information (for example, technical, sensitive, controversial); makes clear and convincing oral presentations; listens to others, attends to nonverbal cues, and responds appropriately. Problem Solving - Identifies problems; determines accuracy and relevance of information; uses sound judgment to generate and evaluate alternatives, and to make recommendations. In addition to Basic Qualifications above, Minimum Qualifications must be met: GS-7: At least 1 year of graduate-level education OR Superior academic achievement (See Education section) OR At least 1 year of specialized experience, equivalent to the GS-05 grade level in the Federal service, to include experience performing file and data maintenance through evaluation of file storage needs; and analyzing data base systems to evaluate quality, identify errors and trends OR A combination of education & experience GS-9: At least 2 years of progressively higher-level graduate education leading to a master's degree or master's or equivalent graduate degree OR At least 1 year of specialized experience, equivalent to the GS-07 grade level in the Federal service, to include experience performing short-term studies to determine data storage needs for hardware acquisition; analyzing data, evaluating quality, identifying errors and trends, and developing plans for error correction and reversal of negative trends in data quality OR A combination of education & experience GS-11: At least 3 years of progressively higher-level graduate education leading to a Ph.D. degree or Ph.D. or equivalent doctoral degree OR At least 1 year of specialized experience, equivalent to the GS-09 grade level in the Federal service, to include experience applying database/data source characteristics and database management standards to resolve data management problems; working with structured, semi-structured, and unstructured data such as data parsing, transformation, schema definition, query/analysis; and using analytical visualization tools OR A combination of education & experience GS-12: At least 1 year of specialized experience, equivalent to the GS-11 grade level in the Federal service, to include experience designing, developing, and maintaining Information Technology (IT) databases such as Statistical Analytical System (SAS) and Structured Query Language (SQL). GS-13: At least 1 year of specialized experience, equivalent to the GS-12 grade level in the Federal service, to include experience developing and implementing advanced systems or program specifications for a data management program; and analyzing database systems to incorporate advances in data processing techniques and technology. GS-14: At least 1 year of specialized experience, equivalent to the GS-13 grade level in the Federal service, to include experience advising on advanced data techniques; conducting data analytics research; performing analysis of data to identify trends; and conducting studies on data management and data protection. GS-15: At least 1 year of specialized experience, equivalent to the GS-14 grade level in the Federal service, to include experience providing technical leadership and specialized expertise in computer science, computer system architecture, information systems, and/or data management. Experience refers to paid and unpaid experience, including volunteer work done through National Service programs (e.g., Peace Corps, AmeriCorps) and other organizations (e.g., professional; philanthropic; religious; spiritual; community, student, social). Volunteer work helps build critical competencies, knowledge, and skills and can provide valuable training and experience that translates directly to paid employment. You will receive credit for all qualifying experience, including volunteer experience. Promotion potential: Promotion to the next grade level is at management's discretion and is based on your meeting qualifications and time-in-grade requirements, demonstrated ability to perform the higher-level duties, the continuing need for the higher-level duties, and administrative approval. Promotion to the next grade level is not guaranteed and no promise of promotion is implied.",49025.0,186854.0,USA Jobs,https://www.usajobs.gov:443/GetJob/ViewDetails/795399400,Information Technology Management,2210,2024-06-27 18:28:22.521402
Public Notice for Direct Hire (Data Modernization) - Computer Scientist,Centers for Disease Control and Prevention,Multiple Locations,"Basic Qualifications: Degree: Bachelor's degree in computer science or bachelor's degree with 30 semester hours in a combination of mathematics, statistics, and computer science. At least 15 of the 30 semester hours must have included any combination of statistics and mathematics that included differential and integral calculus. All academic degrees and course work must be from accredited or pre-accredited institutions. Minimum Qualifications: GS-7: At least 1 year of graduate-level education OR Superior academic achievement (See Education section) OR Data Scientist: At least 1year of specialized experience, equivalent to the GS-05 grade level in the Federal service, to include experience performing data science work requiring the application of data mining techniques, statistical analysis, quantitative and qualitative research, and analytics OR Informatics: At least 1 year of specialized experience, equivalent to the GS-05 grade level in the Federal service, to include experience assisting with gathering data to develop approaches for strengthening the standardization and utility of national health information systems OR A combination of education & experience GS-9: At least 2 years of progressively higher-level graduate education leading to a master's degree or master's or equivalent graduate degree OR Data Scientist: At least 1 year of specialized experience, equivalent to the GS-07 grade level in the Federal service, to include experience assisting in the development of experimental design approaches to validate finding or test hypotheses; and partnering with researchers and subject matter experts in continuous improvement processes impacting data quality OR Informatics: At least 1 year of specialized experience, equivalent to the GS-07 grade level in the Federal service, to include experience performing specific and limited portions of a study, design, research project, experiment, test, and/or other specific technical or scientific tasks related to public health informatics OR A combination of education & experience GS-11: At least 3 years of progressively higher-level graduate education leading to a Ph.D. degree or Ph.D. or equivalent doctoral degree OR Data Scientist: At least 1 year of specialized experience, equivalent to the GS-09 grade level in the Federal service, to include experience designing experiments, testing hypotheses, and building scalable data science models; and conducting data analysis and designing algorithms using artificial intelligence (e.g., machine learning) methods OR Informatics: At least 1 year of specialized experience, equivalent to the GS-09 grade level in the Federal service, to include experience correlating data, recognizing discrepancies in results, and performing specific operations relative to an experiment, study, design, or research project OR A combination of education & experience GS-12: Data Scientist: At least 1 year of specialized experience, equivalent to the GS-11 grade level in the Federal service, to include experience developing software systems, high-speed computing systems, real time data acquisitions systems, simulation modeling and data analysis for public health informatics OR Informatics: At least 1 year of specialized experience, equivalent to the GS-11 grade level in the Federal service, to include experience designing, developing, programming, documenting, maintaining, managing, and securing a public health system GS-13: Data Scientist: At least 1 year of specialized experience, equivalent to the GS-12 grade level in the Federal service, to include experience analyzing and validating software applications to solve computer requirements related to public health informatics OR Informatics: At least 1 year of specialized experience, equivalent to the GS-12 grade level in the Federal service, to include experience analyzing and validating software applications to solve computer requirements related to public health informatics GS-14: Data Scientist: At least 1 year of specialized experience, equivalent to the GS-13 grade level in the Federal service, to include experience developing and presenting information and reports to project partners, peers, and other parties regarding technical results from public health data OR Informatics: At least 1 year of specialized experience, equivalent to the GS-13 grade level in the Federal service, to include experience researching, developing, testing, or deploying technology relating to automation and human factors, computer science, data analytics, machine learning, sensors, or other technologies involving public health informatics GS-15: Data Scientist: At least 1 year of specialized experience, equivalent to the GS-14 grade level in the Federal service, to include experience implementing cloud services from authorized providers including the ability to architect, deploy, configure, integrate, secure, authorize, and operationalize various infrastructure-as-a-service (IaaS), platform-as-a-service (PaaS), software-as-a-service (SaaS), and other as-a-service capabilities OR Informatics: At least 1 year of specialized experience, equivalent to the GS-14 grade level in the Federal service, to include experience advising senior leadership on issues, risks, and challenges related to development, testing or deployment of emerging technologies; and providing recommendations and/or strategic direction for decision-makers regarding public health solutions Experience refers to paid and unpaid experience, including volunteer work done through National Service programs (e.g., Peace Corps, AmeriCorps) and other organizations (e.g., professional; philanthropic; religious; spiritual; community, student, social). Volunteer work helps build critical competencies, knowledge, and skills and can provide valuable training and experience that translates directly to paid employment. You will receive credit for all qualifying experience, including volunteer experience. Promotion potential: Promotion to the next grade level is at management's discretion and is based on your meeting qualifications and time-in-grade requirements, demonstrated ability to perform the higher-level duties, the continuing need for the higher-level duties, and administrative approval. Promotion to the next grade level is not guaranteed and no promise of promotion is implied.",49025.0,186854.0,USA Jobs,https://www.usajobs.gov:443/GetJob/ViewDetails/793149300,Computer Science,1550,2024-06-27 18:28:22.521402
Information Technology Specialist (Data Management) - Direct-Hire (6-Month Register),Internal Revenue Service,Multiple Locations,"Federal experience is not required. The experience may have been gained in the public sector, private sector or Volunteer Service. One year of experience refers to full-time work; part-timework is considered on a prorated basis. To ensure full credit for your work experience, please indicate dates of employment by month/year, and indicate number of hours worked per week, on your resume. You must meet the following requirements by the closing date of this announcement OR time of referral: BASIC REQUIREMENTS GS-5 AND All GRADES: Experience must include Information Technology (IT) related experience that demonstrates each of the following four competencies: 1) Attention to Detail, 2) Customer Service, 3) Oral Communication and 4) Problem Solving. In addition to meeting the basic requirement above, to qualify for this position you must also meet the qualification requirements listed below: GS-7 LEVEL: To be eligible for this position at this grade level, you must meet one of the following requirements. SPECIALIZED EXPERIENCE: You must have one year of specialized experience at a level of difficulty and responsibility equivalent to the GS-5 grade level in the Federal service. Specialized experience for this position must have been in an IT field or work where the primary concern was the subject matter of the IT application. The assignments must have shown completion of the following, or the equivalent: Interviewing subject-matter personnel to get facts regarding work processes, and synthesizing the resulting data into charts showing information flow; operating computer consoles where this involved choosing from among various procedures in responding to machine commands or unscheduled halts; scheduling the sequence of programs to be processed by computers where alternatives had to be weighed with a view to production efficiency; preparing documentation on cost/benefit studies where this involved summarizing the material and organizing it in a logical fashion; working directly with customers in obtaining information needed to establish or change accounts; translating detailed logical steps developed by others into language codes that computers accept where this required understanding of procedures and limitations appropriate to use of a programming language. OR EDUCATION: 1 full academic year of graduate education at an accredited college or university in computer science, engineering, information science, information systems management, mathematics, operations research, statistics or technology management. OR 1 full academic year of graduate education in one or more of the fields identified above that required the development or adaption of applications, systems or networks. OR Superior Academic Achievement may be met by having a bachelor's degree, with one of the following: A GPA of 2.95 or higher on a 4.0 scale for all completed undergraduate courses or those completed in the last 2 years of study, or a GPA of 3.45 or higher on a 4.0 scale for all courses in the major field of study or those courses in the major completed in the last 2 years of study, or rank in the upper one third of the class in the college, university, or major subdivision, or membership in a national honor society recognized by the Association of College Honor Societies. Note: Grade point averages should be rounded to one decimal point. For example, 2.95 is rounded to 3.0, and 2.94 is rounded to 2.9. If more than 10 percent of your undergraduate course work (credit hours) was taken on a pass/fail or similar basis, your claim must be based on class standing or membership in an Honor Society. OR COMBINATION OF EXPERIENCE AND EDUCATION: At least 1 year of combined graduate education and experience as defined in paragraphs above. GS-9 LEVEL: To be eligible for this position at this grade level, you must meet one of the following: SPECIALIZED EXPERIENCE: You must have one year of specialized experience at a level of difficulty and responsibility equivalent to the GS-7 grade level in the Federal service. Specialized experience for this position includes: Experience in an IT field or work where the primary concern was the subject matter of the IT application. The assignments must have shown completion of the following, or the equivalent: Analysis of the interrelationships of pertinent components of the system; Planning the sequence of actions necessary to accomplish the assignment; and Personal responsibility for at least a segment of the overall project. OR EDUCATION: A master's or equivalent graduate degree or two full years of progressively higher-level graduate education leading to a master's or equivalent graduate degree in computer science, engineering, information science, information systems management, mathematics, statistics, operations research, engineering or technology management. OR A master's or equivalent graduate degree or two full years of progressively higher-level graduate education leading to a master's or equivalent graduate degree in one or more of the fields identified above that provided a minimum of 24 semester hours in the development or adaptation of applications, systems or networks. OR COMBINATION OF EXPERIENCE AND EDUCATION: At least 1 year of combined graduate education and experience as defined in paragraphs above. GS-11 LEVEL: To be eligible for this position at this grade level, you must meet one of the following: SPECIALIZED EXPERIENCE: You must have one year of specialized experience at a level of difficulty and responsibility equivalent to the GS-9 grade level in the Federal service. Specialized experience for this position includes: Experience that demonstrated an accomplishment of computer project assignments that required a range of knowledge of computer requirements and techniques. For example, assignments would show experience in developing modifications to parts of a system that required significant revisions in the logic or techniques used in the original development. Must have been in an IT field or work where the primary concern was the subject matter of the IT application. The assignments must have shown completion of the following, or the equivalent: Knowledge of the customary approaches, techniques, and requirements appropriate to an assigned computer applications area or computer specialty area in an organization; planning the sequence of actions necessary to accomplish the assignment where this entailed coordination with others outside the organizational unit and development of project controls; adaptation of guidelines or precedents to the needs of the assignment. OR EDUCATION: You may substitute education for specialized experience as follows: a Ph.D. or equivalent doctoral degree or 3 full years of progressively higher-level graduate education leading to a Ph.D. OR equivalent doctoral degree in computer science, information science, information systems management, mathematics, statistics, operations research, engineering or technology management; OR equivalent doctoral degree in one or more of the fields identified above that provided a minimum of 24 semester hours in the development or adaptation of applications, systems or networks. OR COMBINATION OF EXPERIENCE AND EDUCATION: At least 1 year of combined graduate education and experience as defined in paragraphs above. Please see ""Education Box"" for further qualifications.",49025.0,191900.0,USA Jobs,https://www.usajobs.gov:443/GetJob/ViewDetails/787071600,Information Technology Management,2210,2024-06-27 18:28:22.521402
Public Notice for Direct Hire (Data Modernization) - IT Specialist (Operating Systems),Centers for Disease Control and Prevention,Multiple Locations,"Basic Qualifications: For all positions individuals must have IT-related experience demonstrating each of the four competencies listed below. Attention to Detail - Is thorough when performing work and conscientious about attending to detail. Customer Service - Works with clients and customers (that is, any individuals who use or receive the services or products that your work unit produces, including the general public, individuals who work in the agency, other agencies, or organizations outside the Government) to assess their needs, provide information or assistance, resolve their problems, or satisfy their expectations; knows about available products and services; is committed to providing quality products and services. Oral Communication - Expresses information (for example, ideas or facts) to individuals or groups effectively, taking into account the audience and nature of the information (for example, technical, sensitive, controversial); makes clear and convincing oral presentations; listens to others, attends to nonverbal cues, and responds appropriately. Problem Solving - Identifies problems; determines accuracy and relevance of information; uses sound judgment to generate and evaluate alternatives, and to make recommendations. In addition to Basic Qualifications above, Minimum Qualifications must be met: GS-7: At least 1 year of graduate-level education OR Superior academic achievement (See Education section) OR At least 1 year of specialized experience, equivalent to the GS-05 grade level in the Federal service, to include experience assisting with researching, designing, testing, and implementing technological advances to support computing and communications environment of an organization OR A combination of education & experience GS-9: At least 2 years of progressively higher-level graduate education leading to a master's degree or master's or equivalent graduate degree OR At least 1 year of specialized experience, equivalent to the GS-07 grade level in the Federal service, to include experience researching, designing, testing, and implementing technological advances to support computing and communications environment of an organization OR A combination of education & experience GS-11: At least 3 years of progressively higher-level graduate education leading to a Ph.D. degree or Ph.D. or equivalent doctoral degree OR At least 1 year of specialized experience, equivalent to the GS-09 grade level in the Federal service, to include experience providing ongoing configuration planning, monitoring, performance management, tuning, design re-engineering, and similar technology management responsibilities for agency-wide, or equivalent, networking, and administrative business process application development services OR A combination of education & experience GS-12: At least 1 year of specialized experience, equivalent to the GS-11 grade level in the Federal service, to include experience using advanced problem diagnostic techniques, investigation, research, and experimentation to resolve networking and administrative application support service problems of agency-wide, or equivalent, systems. GS-13: At least 1 year of specialized experience, equivalent to the GS-12 grade level in the Federal service, to include experience planning and coordinating the installation, configuration, and implementation of major hardware or software upgrades to operating systems; overseeing testing and migration to the production environment; and providing post-implementation support to end-users. GS-14: At least 1 year of specialized experience, equivalent to the GS-13 grade level in the Federal service, to include experience planning, designing, installing, supporting, troubleshooting, and coordinating the network resident infrastructure for administrative business processing systems. GS-15: At least 1 year of specialized experience, equivalent to the GS-14 grade level in the Federal service, to include experience providing oversight of the planning, design, installation, support, troubleshooting, and coordination of network resident infrastructure for administrative business processing systems. Experience refers to paid and unpaid experience, including volunteer work done through National Service programs (e.g., Peace Corps, AmeriCorps) and other organizations (e.g., professional; philanthropic; religious; spiritual; community, student, social). Volunteer work helps build critical competencies, knowledge, and skills and can provide valuable training and experience that translates directly to paid employment. You will receive credit for all qualifying experience, including volunteer experience. Promotion potential: Promotion to the next grade level is at management's discretion and is based on your meeting qualifications and time-in-grade requirements, demonstrated ability to perform the higher-level duties, the continuing need for the higher-level duties, and administrative approval. Promotion to the next grade level is not guaranteed and no promise of promotion is implied.",49025.0,186854.0,USA Jobs,https://www.usajobs.gov:443/GetJob/ViewDetails/795330400,Information Technology Management,2210,2024-06-27 18:28:22.521402
Software Engineer,Askey International Group,"Greenwood Village, Arapahoe County","Software Engineer Job site: Greenwood Village, CO. Salary: $108,992/yr (min.)  perf. bonus  health/dental/vision benefits. Send resume to: Askey International Corp. 4017 Clipper Court, Fremont, CA 94538",76867.53,76867.53,Adzuna,https://www.adzuna.com/land/ad/4752216079?se=ypqsUeU07xGAJ5dg-9TStA&utm_medium=api&utm_source=330079c0&v=A5C38755A9B1407557B6B118979DAC88919BDD9E,N/A,N/A,2024-06-27 18:28:22.521402
Software Engineer,Marble AI,"Lakewood, Denver","Job Description Job Description Job Title: Software Engineer Company: Marble AI Location: Lakewood, CO Salary Range: $150,000 - $175,000 About Us: Marble AI is a pioneering startup dedicated to revolutionizing the way pharmacies operate within the healthcare sector. Our innovative software solutions aim to streamline pharmacy workflows, enhance patient care, and optimize medication management processes. We are driven by a passion for leveraging technology to improve healthcare outcomes and empo…",140698.81,140698.81,Adzuna,https://www.adzuna.com/land/ad/4755602439?se=ypqsUeU07xGAJ5dg-9TStA&utm_medium=api&utm_source=330079c0&v=50E8552B7BAC67F3D85A9F3A9BEA246418E87E81,N/A,N/A,2024-06-27 18:28:22.521402
Software Engineer,PickNik Robotics,"Boulder, Boulder County",Job Description Job Description PickNik Robotics is a global leader in robotic software solutions based on our product MoveIt Pro. These solutions help our customers rapidly demonstrate robot capabilities and get to market faster. We specialize in unstructured robotics solutions that allow robots to go into challenging environments and perform complex tasks. MoveIt Pro is an open core product based on MoveIt (Open Source) used by 1000s of companies worldwide. PickNik's annual revenue is $6M and…,101653.23,101653.23,Adzuna,https://www.adzuna.com/land/ad/4730635379?se=ypqsUeU07xGAJ5dg-9TStA&utm_medium=api&utm_source=330079c0&v=9F437538A412B6345FC0A65AFE81EF332CF6C4A5,N/A,N/A,2024-06-27 18:28:22.521402
Staff Embedded Software Engineer,ALTEN Technology USA,"Westminster, Adams County","Job Description Job Description We're ALTEN Technology USA, an engineering company that provides solutions for engineering, technology, and product development projects. For decades, we've been helping our clients develop products that are changing the world, whether that's by shaping the future of space exploration, saving lives with medical devices that set a new standard of care, or creating the fully autonomous electric taxi of tomorrow. Our team of more than 600 people works across industr…",91849.97,91849.97,Adzuna,https://www.adzuna.com/land/ad/4741981364?se=ypqsUeU07xGAJ5dg-9TStA&utm_medium=api&utm_source=330079c0&v=0D9A307F8986580C04C1982401BBFC06C7CEA46A,N/A,N/A,2024-06-27 18:28:22.521402
Embedded Flight Software Engineer,Orbit Fab,"Lafayette, Boulder County","Job Description Job Description Orbit Fab's mission is to create the foundational infrastructure that will fuel a bustling in-space economy, capable of sustaining permanent jobs in space. Today, satellites cannot be refueled, which severely constrains their mobility and inhibits the development of economic activities in space. Orbit Fab breaks the single-use paradigm, pioneering our Gas Stations in Space™ refueling infrastructure and RAFTI™ technology to deliver propellant in space, enabling lo…",131493.25,131493.25,Adzuna,https://www.adzuna.com/land/ad/4755609573?se=ypqsUeU07xGAJ5dg-9TStA&utm_medium=api&utm_source=330079c0&v=C1ADBE284A308A6A5E212D111C3E8D385FD4DAD1,N/A,N/A,2024-06-27 18:28:22.521402
Missile Warning Communications & Messaging C++ Software Engineer,SciTec,"Boulder, Boulder County","SciTec has been awarded multiple government contracts and is growing our creative Team SciTec, Inc. is a dynamic small business with the mission to deliver advanced sensor data processing technologies and scientific instrumentation capabilities in support of National Security and Defense. We support customers throughout the Department of Defense and U.S. Government in building innovative new tools to deliver unique world-class data exploitation capabilities. SciTec has an immediate opportunity …",94686.73,94686.73,Adzuna,https://www.adzuna.com/land/ad/4741861956?se=ypqsUeU07xGAJ5dg-9TStA&utm_medium=api&utm_source=330079c0&v=386F736EBDCC96EF2FB0B0CF1F137DE6E38CFB06,N/A,N/A,2024-06-27 18:28:22.521402
Software Engineer,Ford Motor Company,"Glendale, Denver","We are the movers of the world and the makers of the future. We get up every day, roll up our sleeves and build a better world  together. At Ford, we're all a part of something bigger than ourselves. Are you ready to change the way the world moves? Ford Motor Credit Company is seeking a software engineer to join its Customer Domain team. As a software engineer on this team, you will design, implement, maintain and evolve our java-based backend applications to meet both internal and external cus…",111903.05,111903.05,Adzuna,https://www.adzuna.com/details/4755330938?utm_medium=api&utm_source=330079c0,N/A,N/A,2024-06-27 18:28:22.521402
Software Engineer,Leidos,"Centennial, Arapahoe County","Description Leidos is looking for a Software Engineer to join a high performing agile team using the Scaled Agile Framework (SAFe) methodology to support a nationally significant and fast-paced cryptographic key management program. Program execution follows DEVOPS best practices and employs robust development, test, and production environments. Additionally, the program is using Behavior Driven Development (BDD) and test automation tools alongside a full suite of team collaboration tools. Leido…",131283.98,131283.98,Adzuna,https://www.adzuna.com/details/4734922373?utm_medium=api&utm_source=330079c0,N/A,N/A,2024-06-27 18:28:22.521402
Software Engineer,Ford Motor Company,"Glendale, Denver","Leveraging multi-disciplinary product teams, agile processes and methodologies, technologies in the big data space and AI/ML, delivers capabilities that will lead to improved quality, design, marketing, and development of our current and future products. GDIA's delivery of Mobility Analytics and Machine Learning capabilities for the company is a key enabler for innovation and value across the enterprise and tied to top business priorities. Position Responsibilities - Work hands-on with the team…",166861.83,166861.83,Adzuna,https://www.adzuna.com/details/4753709661?utm_medium=api&utm_source=330079c0,N/A,N/A,2024-06-27 18:28:22.521402
Software Engineer,"MiTek Industries, Inc.","Castlewood, Centennial","MiTek's Component Manufacturing division is seeking a dynamic and passionate Software Engineer to help pioneer industry changing solutions for the residential construction industry. This position will be part of a team working on a 3D BIM solution for single or multi-family modeling, design, and estimating. Be part of a high-performing and collaborative team that is focused on innovation and engaging MiTek customers, while creating powerful software. Job Responsibilities & Requirements Essentia…",107163.95,107163.95,Adzuna,https://www.adzuna.com/details/4718433082?utm_medium=api&utm_source=330079c0,N/A,N/A,2024-06-27 18:28:22.521402
